ticker,total_score,roe_score,roic_score,margin_score,trend_score,health_score,cash_score,pass,current_price,intrinsic_value,gap_pct,recommendation,avg_roe,avg_roic,avg_net_margin,avg_fcf_margin,debt_ratio,eps_cagr,years_data,trust_grade,trust_grade_text,trust_grade_stars,pass_reason,valuation_reason
TPR,41,25,0,8,0,1,7,FAIL,127.17,6.56,-94.84155068019187,WAIT,32.0209802219469,9.161086409176152,10.42680466771823,14.006622549543902,667.1368617393332,0.0,4,1,1등급,★★★★★,,
HLT,41,0,10,10,0,11,10,FAIL,297.575,152.34061985887925,-48.8059750117183,WAIT,-67.80574853723128,10.630746485946245,13.063507811581914,16.947123582346844,-542.2860209283607,16.42200773569278,3,2,2등급,★★★★☆,,
CCEP,40,25,0,5,0,3,7,FAIL,91.295,24.64,-73.010570129799,WAIT,19.293003558950602,5.683741451762671,8.254658654616238,11.574828993499127,260.5136058428555,0.0,3,2,2등급,★★★★☆,,
MKC,40,15,0,10,3,5,7,FAIL,62.275,27.98386233280076,-55.06405085058087,WAIT,14.170873555000458,6.328657433484121,11.055690005157839,10.297732301555953,129.5615793602371,5.153167622194932,4,1,1등급,★★★★★,,
HIG,40,15,0,10,0,5,10,FAIL,130.285,483.81182886882164,271.34883437757355,BUY,16.184386387839513,3.413669335628382,10.135492321497237,18.615618672177188,391.9863804949231,37.93380765467778,3,2,2등급,★★★★☆,,
LII,39,0,20,10,0,5,4,FAIL,479.94,781.18758641428,62.767759806284104,BUY,18.995237870526793,22.52457562959712,12.495679543402161,9.553991446837196,308.3509762408845,27.433092576353513,3,2,2등급,★★★★☆,,
FOXA,39,0,0,10,15,7,7,FAIL,71.88,197.12520441864922,174.2420762641197,BUY,13.873425989874153,8.44578681579322,10.387886793022817,12.504294268580294,90.62029760909547,32.515398101492245,4,1,1등급,★★★★★,,
GD,39,25,0,5,0,5,4,FAIL,350.97,132.786040941185,-62.16598542861641,WAIT,16.987716285529306,7.072056187403788,8.123555160955284,8.164804256562485,153.27471332094458,5.741648106981212,3,2,2등급,★★★★☆,,
FOX,39,0,0,10,15,7,7,FAIL,65.04,197.12520441864922,203.08303262399937,BUY,13.873425989874153,8.44578681579322,10.387886793022817,12.504294268580294,90.62029760909547,32.515398101492245,4,1,1등급,★★★★★,,
DE,39,25,0,10,0,0,4,FAIL,520.98,148.0,-71.59199969288649,WAIT,33.08055602273649,9.147061691965062,14.022086773450964,6.154384240948794,308.242774566474,0.0,4,1,1등급,★★★★★,,
NSC,38,15,0,13,0,3,7,FAIL,289.96,92.56,-68.07835563526004,WAIT,19.434643654775602,7.675804726346169,20.77168175620825,12.87829749926154,205.34041660841606,0.0,3,2,2등급,★★★★☆,,
ENPH,38,15,0,8,0,5,10,FAIL,40.44,6.0,-85.16320474777447,WAIT,35.02656093024243,9.914595954911213,14.641760247107149,30.548657867207215,290.10967376376925,0.0,3,2,2등급,★★★★☆,,
IQV,38,25,0,5,0,1,7,FAIL,240.185,116.33764505199329,-51.56331783750305,WAIT,21.257918581491356,6.747775235562133,8.515607459220943,11.579913662149659,343.3657491346629,14.430789538504873,3,2,2등급,★★★★☆,,
CRM,38,0,0,1,15,12,10,FAIL,231.74,563.2442700409194,143.0500863212736,BUY,4.976247720593628,3.090384554554098,8.583209982462842,25.034483664439563,68.25723767021398,62.57925660925612,4,1,1등급,★★★★★,,
DVA,38,25,0,5,0,1,7,FAIL,106.265,467.82057125127716,340.23956265118073,BUY,305.7363386903299,8.641918747046914,5.943159593090891,10.668150543325561,12544.308218160202,35.43219832034161,3,2,2등급,★★★★☆,,
CARR,38,25,0,8,0,1,4,FAIL,56.9,183.86858979801107,223.14339156065213,BUY,33.63271177987011,5.18150633966558,17.494152234010834,6.62806764228469,163.3974859740075,22.474487139158917,3,2,2등급,★★★★☆,,
GPC,37,25,0,5,0,5,2,FAIL,138.485,51.760000000000005,-62.62411091453948,WAIT,27.32014068724904,6.732090224108236,4.967817078659107,4.003651194172719,344.23456226266063,0.0,3,2,2등급,★★★★☆,,
GEHC,37,25,0,5,0,3,4,FAIL,79.49,34.72,-56.32154988048811,WAIT,22.018651033669613,7.0000572487279635,9.532443782155362,8.825340117486535,289.332228273739,0.0,3,2,2등급,★★★★☆,,
CLX,37,25,0,5,0,3,4,FAIL,111.4099,18.0,-83.8434465877808,WAIT,78.72888385522181,6.497670163318921,4.154899378290665,8.974532308149751,1603.3536585365855,0.0,3,2,2등급,★★★★☆,,
CDW,37,25,0,5,0,3,4,FAIL,124.935,63.760000000000005,-48.96546204026093,WAIT,56.463390268146156,9.294445815629038,4.997220415169792,5.790524860582405,523.8959493348068,0.0,3,2,2등급,★★★★☆,,
AVY,37,25,0,5,0,3,4,FAIL,186.345,69.84000000000002,-62.521130161796655,WAIT,30.459439657432345,8.972361422052616,7.480019109722373,7.259749219897547,263.4562989231501,0.0,3,2,2등급,★★★★☆,,
MCK,37,0,0,5,15,15,2,FAIL,817.7956,1778.2457134688368,117.44378588840986,BUY,-137.97974070138537,4.636344718419123,0.8994842322030118,1.4423264713941393,-3704.628736740598,52.65494917744464,4,1,1등급,★★★★★,,
MPC,37,25,0,5,0,3,4,FAIL,172.78,80.64,-53.32793147355018,WAIT,37.15320512660116,14.828731127977493,5.728515648244,6.8374601562969515,306.2947309101155,0.0,3,2,2등급,★★★★☆,,
TGT,37,25,0,5,0,5,2,FAIL,102.93,70.88,-31.137666375206457,WAIT,34.40089734579716,8.819525680030816,4.197891631441214,2.7903327788657135,293.89744988408563,0.0,4,1,1등급,★★★★★,,
MOH,37,25,0,5,0,5,2,FAIL,183.38,615.8002238768945,235.80555342834253,BUY,26.275901966340246,7.690714067113148,2.8598081031470977,2.700868432397295,247.6423487544484,22.76037919910077,3,2,2등급,★★★★☆,,
HPQ,37,0,0,5,15,13,4,FAIL,19.475,21.200000000000003,8.857509627727863,BUY,-337.3627882899085,8.809544815284795,5.2019268105196605,5.595046875644208,-12171.965317919075,0.0,4,1,1등급,★★★★★,,
STE,37,0,0,3,15,12,7,FAIL,260.655,272.5112547341092,4.548638903573383,BUY,5.201096015867556,5.451703921092697,6.688216539434736,11.072835445650725,53.473230855899345,35.72088082974532,4,1,1등급,★★★★★,,
K,37,25,0,5,0,3,4,FAIL,83.44,100.90260170961962,20.928333784299642,BUY,29.96273817201455,7.255776986010307,8.456221285224123,8.48251603732132,311.1523178807947,17.92713867402318,3,2,2등급,★★★★☆,,
HD,37,0,20,10,0,3,4,FAIL,379.9,119.28,-68.60226375361937,WAIT,449.9010976641667,21.80695846596747,10.234819024519537,9.63945008753721,1347.5753012048192,0.0,4,1,1등급,★★★★★,,
IPG,37,25,0,5,0,3,4,FAIL,24.57,14.64,-40.415140415140414,WAIT,23.989086913479593,5.7665078296598224,8.373168738403619,5.412182562565898,379.6202664981303,0.0,3,2,2등급,★★★★☆,,
EMN,37,25,0,5,0,3,4,FAIL,69.0,102.94651555602773,49.19784863192425,BUY,15.809622927732427,7.04482978537817,8.949415127298378,5.567327888546611,161.98304204879736,9.903321867359027,3,2,2등급,★★★★☆,,
HWM,37,15,0,10,0,5,7,FAIL,210.555,228.5281764443733,8.536095768028913,BUY,19.112064643716284,9.234324656645676,11.782667079853852,10.985353510555944,130.98375054896795,59.10787320341917,3,2,2등급,★★★★☆,,
PPG,37,25,0,5,0,3,4,FAIL,114.09,44.91700822525869,-60.63019701528734,WAIT,16.075964532731827,6.8197140611334275,7.144497130009405,6.377906437648206,183.80250552689756,4.8588116009826265,3,2,2등급,★★★★☆,,
OMC,37,25,0,5,0,3,4,FAIL,78.55,94.99222306087239,20.932174488698145,BUY,38.08811598458794,6.011647367764912,9.37359092599407,8.411303191704635,582.9450339811613,8.303092053863681,3,2,2등급,★★★★☆,,
BBY,37,25,0,5,0,5,2,FAIL,65.825,34.24,-47.98328902392708,WAIT,51.42221796126027,9.575447789780698,3.223550584910587,2.9238082756398205,426.4245014245014,0.0,4,1,1등급,★★★★★,,
UNH,37,25,0,5,0,3,4,FAIL,287.97,124.08,-56.91217835191167,WAIT,22.21107821681539,8.490042328051333,5.276013176837682,6.434429187432728,211.1927734248527,0.0,3,2,2등급,★★★★☆,,
MAR,37,0,10,10,0,13,4,FAIL,314.875,85.39486280779795,-72.87975774266043,WAIT,-38.76342769977348,11.940231891046615,11.2715773272187,9.734441723489098,-975.066844919786,7.263809655812858,3,2,2등급,★★★★☆,,
SYY,36,25,0,5,3,1,2,FAIL,84.14,53.96118931147602,-35.86737662054193,WAIT,97.85475498118639,9.067059559798045,2.256287271612229,2.2782057964003015,1361.5846994535518,12.210880007811674,4,1,1등급,★★★★★,,
ADI,36,0,0,13,0,13,10,FAIL,313.125,36.48,-88.3497005988024,WAIT,7.05274694515223,5.597965045414069,21.93387139342449,33.068723977618596,41.92411791485951,0.0,4,1,1등급,★★★★★,,
LVS,36,25,0,10,0,1,0,FAIL,62.55,15.680000000000001,-74.93205435651478,WAIT,42.331113574556625,5.984682061423587,23.048337785741353,-1.651166156393557,607.0041608876561,0.0,3,2,2등급,★★★★☆,,
CHRW,35,25,0,5,0,3,2,FAIL,181.1899,30.880000000000003,-82.95710743258869,WAIT,39.81749501899635,11.709739939958707,2.7611065714018608,4.098702030438381,207.65209625034333,0.0,3,2,2등급,★★★★☆,,
DAL,35,25,0,5,0,3,2,FAIL,67.065,452.52902672108814,574.7618380989908,BUY,28.044416425419858,5.104945335216424,5.384582983306214,2.2132860845399898,392.8529392532531,60.8533071085795,3,2,2등급,★★★★☆,,
DHR,35,0,0,13,0,12,10,FAIL,230.855,42.32,-81.66814667215351,WAIT,10.390442689321763,6.108690072219602,21.110017297401978,24.71967055404855,56.50041378196718,0.0,3,2,2등급,★★★★☆,,
TRV,35,15,0,5,0,5,10,FAIL,281.76,926.355497118745,228.77466536014518,BUY,14.374818766036876,3.114481809774636,8.566431307433199,18.568074700266024,377.9966982486362,35.060325110157756,3,2,2등급,★★★★☆,,
SWKS,35,0,0,10,0,15,10,FAIL,57.065,24.64,-56.82116884254796,WAIT,14.291715127983,10.268588730335647,17.444809260025654,29.061772733848564,37.517152733146894,0.0,4,1,1등급,★★★★★,,
MGM,35,25,0,5,0,1,4,FAIL,33.68,19.200000000000003,-42.99287410926365,WAIT,28.383481673390502,2.8223550856631836,7.53925823259308,8.487755945997352,1273.752704250498,0.0,3,2,2등급,★★★★☆,,
ARM,35,0,0,10,0,15,10,FAIL,111.185,10.746827503692417,-90.33428294851606,WAIT,11.442065307739867,7.264864246698212,17.2751516940055,17.879423917272728,30.60388945752303,11.914544116312452,4,1,1등급,★★★★★,,
DG,35,25,0,5,0,3,2,FAIL,145.97,40.88,-71.99424539288896,WAIT,30.425721651275033,7.245307081244544,5.1148456098395725,3.076502318391558,319.93476407956234,0.0,4,1,1등급,★★★★★,,
SPGI,35,0,0,13,0,12,10,FAIL,528.89,166.48050591695608,-68.52265954792942,WAIT,9.407045923981574,6.620226410561837,25.724603215152584,30.065165550083076,68.49724056817153,10.035644848634862,3,2,2등급,★★★★☆,,
SBUX,34,0,0,5,12,13,4,FAIL,100.62,13.04,-87.04034983104751,WAIT,-40.67455178239606,12.234320729441695,9.257150467000725,8.470091283187887,-495.3795420299879,0.0,4,1,1등급,★★★★★,,
LW,34,25,0,6,0,1,2,FAIL,44.905,73.46413640215538,63.59901214153295,BUY,47.087986415152024,8.709550737417352,10.127866482239373,1.671112357131657,325.42441157852335,21.90465996880495,4,1,1등급,★★★★★,,
CHTR,34,25,0,5,0,0,4,FAIL,187.1,351.3261321913188,87.77452281738043,BUY,43.05003930879803,6.640973229744233,8.976646751034231,7.362096503625733,836.0364406235966,6.658601408379949,3,2,2등급,★★★★☆,,
MRVL,33,0,0,1,15,7,10,FAIL,83.9573,-8.16,0.0,WAIT,-4.152838754677063,-2.539973073796737,-11.122178642738715,18.72301727036784,50.47665152305058,0.0,4,1,1등급,★★★★★,,
PTC,33,0,0,8,3,12,10,FAIL,163.65,239.79188989424097,46.52727766223095,BUY,13.424493354051366,8.10905624249698,17.767876376810328,28.111870353278174,72.94239315001793,31.89223724402268,4,1,1등급,★★★★★,,
SBAC,33,0,0,13,0,10,10,FAIL,186.86,246.27818869381932,31.798238624542062,BUY,-11.03935439543114,8.902564548315688,21.333209864179825,43.40202402930075,-322.37459632582625,28.240000118261687,3,2,2등급,★★★★☆,,
TECH,33,0,0,8,0,15,10,FAIL,66.535,3.6800000000000006,-94.46907642594124,WAIT,10.610796301594283,8.2321703994919,17.556022474616803,21.444823273597287,33.30505188637946,0.0,4,1,1등급,★★★★★,,
AVB,33,0,0,13,0,10,10,FAIL,175.08,60.800000000000004,-65.27301804889193,WAIT,9.015061730097065,6.1245128074246376,38.17450298586828,48.57054883658799,75.86948496837643,0.0,3,2,2등급,★★★★☆,,
VZ,33,15,0,10,0,1,7,FAIL,39.7297,33.12,-16.63667231315616,WAIT,17.842373296104004,5.583146025883772,12.396895535602264,10.42571934347965,286.32062637927385,0.0,3,2,2등급,★★★★☆,,
EFX,32,15,0,10,0,3,4,FAIL,206.695,38.72,-81.26708435133892,WAIT,14.072184324567573,6.680284528159471,11.52733389966891,8.896680491121996,142.58792136588215,0.0,3,2,2등급,★★★★☆,,
BALL,32,25,0,7,0,0,0,FAIL,56.8,5734.17645119354,9995.381076044963,BUY,35.96840102951134,3.989589511931681,15.072930012329905,-2.1475128023484094,199.55646537018083,140.37008503093261,3,2,2등급,★★★★☆,,
CTRA,32,0,0,10,0,12,10,FAIL,27.7,12.08,-56.38989169675091,WAIT,17.705686134819725,11.473560548637309,30.97599868713321,28.83677330572272,64.79957323578722,0.0,3,2,2등급,★★★★☆,,
DGX,32,15,0,5,0,5,7,FAIL,182.6,61.52000000000001,-66.30887185104052,WAIT,14.147951020828579,7.502820763864388,9.208454173934447,10.613980015200033,136.574210681617,0.0,3,2,2등급,★★★★☆,,
WDAY,32,0,0,0,15,7,10,FAIL,191.96,1075.0383221106492,460.03246619642067,BUY,4.244522394774293,3.361721869725312,4.978163226221815,24.951878878872705,98.99269426610581,153.2898509550443,4,1,1등급,★★★★★,,
DIS,32,0,0,3,15,10,4,FAIL,110.84,548.8781902640958,395.19865595822426,BUY,5.4772084409500055,4.193310705773549,6.257091985195461,6.70967867731788,75.45531496600498,58.509042126099956,4,1,1등급,★★★★★,,
PLD,31,0,0,11,0,10,10,FAIL,127.945,32.08,-74.92672632771894,WAIT,6.3298533741324166,4.728739745573273,46.65168128591069,65.31223652660236,68.04701506018279,0.0,3,2,2등급,★★★★☆,,
JBHT,31,15,0,5,0,9,2,FAIL,203.17,44.48,-78.10700398680908,WAIT,19.467842848028663,9.86921152969745,5.647708896189073,1.9288106882600442,107.0559134936935,0.0,3,2,2등급,★★★★☆,,
O,30,0,0,13,0,7,10,FAIL,60.765,7.840000000000001,-87.09783592528592,WAIT,2.630708047812154,2.641415013602597,21.238940034899432,72.33460316667582,76.68070828108364,0.0,3,2,2등급,★★★★☆,,
FTV,30,0,0,10,0,10,10,FAIL,53.11,23.199826962263952,-56.31740357321794,WAIT,8.121388552785453,5.572447524205238,13.534404383635177,21.277772226915797,66.94246510806195,6.009882737861938,3,2,2등급,★★★★☆,,
ROP,30,0,0,10,0,10,10,FAIL,360.275,114.80000000000001,-68.13545208521268,WAIT,14.827867264911632,5.038045293385515,43.006188089357856,25.327227507638536,66.07676652038415,0.0,3,2,2등급,★★★★☆,,
EQR,30,0,0,15,0,5,10,FAIL,61.8185,64.91250919704672,5.004989116602177,BUY,7.955979529362676,6.045379876674154,30.743913597625422,42.84471204187806,83.75009054231224,15.188075263574197,3,2,2등급,★★★★☆,,
IR,30,0,0,10,0,10,10,FAIL,85.005,54.32915201525543,-36.087110152043486,WAIT,7.591144536294465,5.410928836442996,11.045508758034723,16.228340624628583,76.27959524511249,18.3790751872005,3,2,2등급,★★★★☆,,
CME,30,0,0,15,0,5,10,FAIL,284.07,149.6389072762697,-47.32322762830651,WAIT,11.79638320382668,2.285290711290431,56.3189267672947,59.43501222529477,418.9244494448199,14.313461882525313,3,2,2등급,★★★★☆,,
TRMB,29,0,0,10,0,12,7,FAIL,70.1375,884.387341591323,1160.933654024342,BUY,14.73522033596349,9.422247295864913,20.423708303183282,12.531329181283937,65.14890432179347,83.93839548428525,3,2,2등급,★★★★☆,,
AKAM,29,0,0,10,0,9,10,FAIL,103.03,26.300623318608935,-74.47284934620117,WAIT,11.424273793184405,5.7558403770253825,13.832189631420386,19.8963783475949,112.54666273911482,0.15325679490292288,3,2,2등급,★★★★☆,,
ALGN,29,0,0,10,0,12,7,FAIL,164.375,76.69666866536754,-53.3404297092821,WAIT,11.07916554932559,7.202666172025915,10.58046393085227,12.90877039195287,61.33500000649016,10.41236058944104,3,2,2등급,★★★★☆,,
CVX,29,0,0,10,0,12,7,FAIL,169.56,77.76,-54.14012738853503,WAIT,15.712193202623832,9.812473926526286,11.67625834764881,11.262129781806168,68.13442928609882,0.0,3,2,2등급,★★★★☆,,
LIN,29,0,0,10,0,9,10,FAIL,451.615,489.05929739106364,8.291198784598304,BUY,14.400528332426882,7.479464064664185,17.062938984432005,16.259279403552338,106.7389478105639,28.64373364669326,3,2,2등급,★★★★☆,,
HOLX,28,0,0,8,0,10,10,FAIL,75.195,19.92,-73.50887692000796,WAIT,15.596725474198694,9.553889661814528,17.868425556714648,28.481445383430774,78.58713524435905,0.0,4,1,1등급,★★★★★,,
ATO,28,0,0,15,6,7,0,FAIL,168.28,100.54860013710264,-40.24922739653991,WAIT,8.447577828458117,4.474809335310992,22.419944062377414,-20.165187463845754,108.34686320192877,10.031474661040264,4,1,1등급,★★★★★,,
MAA,28,0,0,13,0,5,10,FAIL,134.11,35.92000000000001,-73.21601670270672,WAIT,9.488735358722268,6.572246956308226,27.122044864176956,36.73397776897624,94.9758909630051,0.0,3,2,2등급,★★★★☆,,
FDX,28,15,0,5,3,3,2,FAIL,314.29,162.24587056288354,-48.377017861566216,WAIT,15.211214432344503,5.295820661643724,4.522483335041157,3.3035994552250454,212.12865997007907,5.4647128046775295,4,1,1등급,★★★★★,,
BIIB,28,0,0,8,0,10,10,FAIL,171.73,89.44,-47.91824375473126,WAIT,13.450503233609012,8.202345803117199,19.541154390323133,16.593571930115317,67.79911462072266,0.0,3,2,2등급,★★★★☆,,
VICI,28,0,0,10,0,8,10,FAIL,28.46,133.66082408011334,369.6444978219021,BUY,8.380688417391587,6.704673871315985,60.719039016481496,65.5329923891094,69.39923969273443,41.977041506578196,3,2,2등급,★★★★☆,,
MDT,27,0,0,10,0,7,10,FAIL,100.91,28.880000000000003,-71.38043801407194,WAIT,8.479147765992261,5.332404390935267,13.299185906951653,16.265235600611454,90.42145593869732,0.0,4,1,1등급,★★★★★,,
AVGO,27,0,0,10,0,7,10,FAIL,329.3,138.8707008347596,-57.82851477839065,WAIT,36.620369290093066,14.980682752876877,30.39079040278484,44.53166473550428,110.46597451163707,21.598171113789167,4,1,1등급,★★★★★,,
NUE,27,0,0,8,0,12,7,FAIL,171.485,67.68,-60.532991223722185,WAIT,24.30231202516676,16.339361001695195,12.651736689060144,12.100776220996394,61.707893958805556,0.0,3,2,2등급,★★★★☆,,
TYL,27,0,0,5,0,12,10,FAIL,426.6701,195.31021091824093,-54.22453766546076,WAIT,6.556021905493135,4.3933452856829405,9.893819338707269,20.521739173585473,52.873963160432794,25.032295569586793,3,2,2등급,★★★★☆,,
CB,27,0,0,12,0,5,10,FAIL,301.425,940.667582390799,212.07351161675342,BUY,13.346094703682096,3.788891941628678,15.576035816961303,26.737612061054538,278.27431623998376,33.92630428739412,3,2,2등급,★★★★☆,,
REG,26,0,0,11,0,5,10,FAIL,71.19,16.88,-76.28880460738868,WAIT,6.352655467993053,5.02635566064571,31.518106954876572,54.11386379829397,81.67065379008724,0.0,3,2,2등급,★★★★☆,,
BA,26,15,0,1,0,10,0,FAIL,240.71,-146.88,0.0,WAIT,115.44818555558201,-2.437515525807052,-9.34355487711859,-4.169728662740727,-4101.25383828045,0.0,3,2,2등급,★★★★☆,,
ACGL,26,0,0,11,0,5,10,FAIL,93.95,1228.5963136372293,1207.7129469262684,BUY,18.784142959316487,5.561868815458073,24.74578013288641,40.37812169273038,240.56676272814605,71.60235552303071,3,2,2등급,★★★★☆,,
AXON,26,0,0,10,0,9,7,FAIL,587.0,341.44057229095273,-41.832951909548086,WAIT,12.886748867433758,5.469869076332013,13.914838562232623,13.084832830487636,92.23505100605112,53.770348887697914,3,2,2등급,★★★★☆,,
INVH,26,0,0,12,0,4,10,FAIL,26.665,9.446538790509548,-64.57326536467448,WAIT,4.497341751095487,4.1924361072537595,18.605562991199253,35.26450123696437,91.30529343540543,8.379111207057544,3,2,2등급,★★★★☆,,
HST,25,0,0,10,0,5,10,FAIL,18.765,9.750493494036665,-48.038936882298614,WAIT,10.378748477494087,7.13360205918255,13.031925317374695,16.756069431875165,94.88576183991528,6.066017177982119,3,2,2등급,★★★★☆,,
HBAN,25,0,0,15,0,0,10,FAIL,17.165,9.76,-43.140110690358284,WAIT,10.843615600455065,0.0,27.945485832451382,36.556626092141265,934.3870314083081,0.0,3,2,2등급,★★★★☆,,
CBOE,25,0,0,6,0,9,10,FAIL,268.239,990.7347017577928,269.3477465088197,BUY,14.58711176374542,8.29482305384611,14.931767929653452,22.54719688496736,82.00532760071034,81.44523810015998,3,2,2등급,★★★★☆,,
NOC,25,15,0,3,0,3,4,FAIL,666.58,226.72,-65.98757838519008,WAIT,24.39013215899411,9.035537972905454,9.59383408767276,5.245886272754039,222.81883584041856,0.0,3,2,2등급,★★★★☆,,
PYPL,25,0,0,10,0,5,10,FAIL,55.01,187.7337455120208,241.2720332885308,BUY,17.471035409511458,4.766397115405354,12.031640714960881,18.005170545580114,299.720820884557,38.16985594155149,3,2,2등급,★★★★☆,,
PLTR,25,0,0,0,0,15,10,FAIL,162.67,1.5222160000000002,-99.06423065101126,WAIT,0.23578663245189566,0.7778281225777643,1.9838743056372283,26.93147738006972,24.913221839694998,0.0,3,2,2등급,★★★★☆,,
WFC,25,0,0,15,0,0,10,FAIL,88.42,205.1013542217778,131.96262635351482,BUY,9.635113353912502,0.0,21.843621070273844,29.639909261475808,976.3169941938365,30.774274335686826,3,2,2등급,★★★★☆,,
NOW,25,0,0,6,0,9,10,FAIL,132.92,320.86119056634055,141.39421499122824,BUY,14.660407543273095,6.483564811542618,12.251591978921615,30.275912054090195,112.1240503694453,106.76073128135334,3,2,2등급,★★★★☆,,
EXR,25,0,0,11,0,4,10,FAIL,139.73,32.24,-76.92693050883847,WAIT,12.704615889661442,6.704692373084416,34.114809894711584,58.2120375121195,100.29416667533009,0.0,3,2,2등급,★★★★☆,,
CSGP,25,0,0,6,0,15,4,FAIL,66.67,2.7200000000000006,-95.92020398980051,WAIT,4.106856807709872,2.1585872939253146,12.42090159395797,7.597919524670343,22.549811345733765,0.0,3,2,2등급,★★★★☆,,
CPB,25,15,0,5,0,1,4,FAIL,27.315,16.08,-41.13124656781989,WAIT,19.133690710675683,6.661003995761395,7.441658601909097,8.259157987234065,281.70169144028705,0.0,4,1,1등급,★★★★★,,
ELV,25,15,0,5,0,3,2,FAIL,340.2875,218.24635922196615,-35.864126886245856,WAIT,15.322794612549231,6.16559082245078,3.5467443592094057,3.7168888824446165,182.65278954374924,1.7382182584968486,3,2,2등급,★★★★☆,,
AON,25,0,0,12,0,3,10,FAIL,331.63,105.02675591402529,-68.33014024243124,WAIT,-252.15556088472704,8.321691955064978,18.940709103434795,21.988670102658016,694.9027936611665,1.4312729396031454,3,2,2등급,★★★★☆,,
ICE,24,0,0,13,0,1,10,FAIL,173.445,212.42253309065015,22.47256080639405,BUY,8.512525172597089,1.947221919353865,20.77818289451319,31.834773464968503,404.0510724490903,36.114406963207735,3,2,2등급,★★★★☆,,
CHD,24,0,0,10,0,7,7,FAIL,91.82,63.273150260409466,-31.09001278543948,WAIT,14.960091041217394,7.684561349373887,10.053456974032578,14.29443398066365,103.70344890845718,18.773493916542083,3,2,2등급,★★★★☆,,
CPT,24,0,0,10,0,4,10,FAIL,108.14,12.0,-88.90327353430737,WAIT,8.232476377495807,5.8643056291640825,27.55714893711752,23.448456787471542,87.8028053571207,0.0,3,2,2등급,★★★★☆,,
KIM,24,0,0,10,0,4,10,FAIL,20.83,82.48680301270973,296.00001446332084,BUY,4.016262821023669,2.3627527882947956,21.381494161638717,53.099124673372096,88.84360707350083,85.40496217739158,3,2,2등급,★★★★☆,,
EMR,24,0,0,10,0,7,7,FAIL,146.91,32.32,-78.00013613777142,WAIT,28.86765522946696,6.127449929532169,33.6381281795762,13.06634145246194,106.82378463662361,0.0,4,1,1등급,★★★★★,,
AMD,24,0,0,5,0,15,4,FAIL,254.1343,13.076600367160882,-94.85445279635182,WAIT,2.2631492087748253,2.002274311840384,5.2408602197538,9.156134077085197,20.250833796553643,9.108945117996182,3,2,2등급,★★★★☆,,
EQT,24,0,0,7,0,7,10,FAIL,54.875,3.6,-93.43963553530752,WAIT,9.572129740569961,6.037700677691955,17.742679486249703,16.95450495525532,75.50441730474985,0.0,3,2,2등급,★★★★☆,,
TSLA,24,0,0,8,0,12,4,FAIL,434.8586,16.32,-96.24705593956288,WAIT,20.624401439572125,12.083379397919806,12.748073754815401,5.812848717113777,66.36676587165526,0.0,3,2,2등급,★★★★☆,,
ESS,24,0,0,11,0,3,10,FAIL,250.7675,506.4352803450251,101.95411301106606,BUY,9.339557869491777,1.8420044484766773,30.503335802544637,51.1268831195653,129.60195743362075,35.66541072897529,3,2,2등급,★★★★☆,,
IVZ,23,0,0,1,0,12,10,FAIL,27.27,9.44,-65.38320498716537,WAIT,3.5698264748951423,2.0530034845355103,8.76551778069281,15.59766566250203,77.88583712800225,0.0,3,2,2등급,★★★★☆,,
OXY,23,0,0,10,0,3,10,FAIL,45.055,19.52,-56.67517478637222,WAIT,22.897245815850322,10.44387749726339,21.456622490767426,23.84052433725743,149.19933253315378,0.0,3,2,2등급,★★★★☆,,
ZBH,23,0,0,3,0,10,10,FAIL,85.405,918.5194051581055,975.4866871472462,BUY,5.792925141035845,4.248929117574195,9.651136339844422,15.437031368584002,71.29474418716565,100.68065993694377,3,2,2등급,★★★★☆,,
AJG,23,0,0,10,0,3,10,FAIL,243.46,93.1286810505101,-61.74785137167908,WAIT,9.480266046895698,2.85788795845403,11.77171799585326,17.831499320302147,218.69948147964374,11.911057444829986,3,2,2등급,★★★★☆,,
FANG,23,0,0,11,0,12,0,FAIL,159.2601,124.24,-21.989249033499288,WAIT,18.991131431774736,12.23109370391937,37.94079763553822,-1.9800115872229778,72.68920924316302,0.0,3,2,2등급,★★★★☆,,
RVTY,23,0,0,8,0,8,7,FAIL,112.815,17.6,-84.3992376900235,WAIT,6.679944993734206,3.0749315694069828,17.39957033609142,12.653886578876815,61.63664617417738,0.0,3,2,2등급,★★★★☆,,
NDAQ,23,0,0,12,0,1,10,FAIL,98.355,15.440000000000001,-84.30176401809771,WAIT,12.687331402394882,4.803358080181508,16.87590045172068,24.57601601569361,171.52175855598247,0.0,3,2,2등급,★★★★☆,,
GDDY,23,0,0,10,0,3,10,FAIL,104.47,708.3976060537888,578.0871121410823,BUY,746.5039060510766,15.704673971501037,20.470772821490296,24.2863580487177,1089.9147522034389,71.61600972671678,3,2,2등급,★★★★☆,,
J,22,0,0,5,12,1,4,FAIL,135.37,19.04,-85.93484523897466,WAIT,11.61586158154764,4.701943696816677,5.5331704946654225,6.107676484117334,180.89220329448938,0.0,4,1,1등급,★★★★★,,
LNT,22,0,0,12,0,0,10,FAIL,66.95,21.52,-67.85660941000748,WAIT,10.385121316321671,5.174942108435537,17.03446823740562,20.800528929848223,224.30039977155909,0.0,3,2,2등급,★★★★☆,,
